#Time Ao_1 VAD_1 Ao_1 VAD_1 Ao_1 VAD_1 Ao_2 VAD_2 Ao_3 VAD_3 Ao_4 VAD_4 Ao_5 VAD_5 Ao_6 VAD_6 Ao_7 VAD_7 Ao_8 VAD_8 Ao_9 VAD_9 Ao_10 VAD_10 Ao_11 VAD_11 Ao_12 VAD_12 Ao_13 VAD_13 Ao_14 VAD_14 Ao_15 VAD_15 Ao_16 VAD_16 Ao_17 VAD_17 Ao_18 VAD_18 Ao_19 VAD_19 Ao_20 VAD_20 Ao_21 VAD_21 Ao_22 VAD_22 Ao_23 VAD_23 Ao_24 VAD_24 Ao_25 VAD_25 Ao_26 VAD_26 Ao_27 VAD_27 Ao_28 VAD_28 Ao_29 VAD_29 Ao_30 VAD_30 Ao_31 VAD_31 Ao_32 VAD_32 Ao_33 VAD_33 Ao_34 VAD_34 Ao_35 VAD_35 Ao_36 VAD_36 Ao_37 VAD_37 Ao_38 VAD_38 Ao_39 VAD_39 Ao_40 VAD_40 Ao_41 VAD_41 Ao_42 VAD_42 Ao_43 VAD_43 Ao_44 VAD_44 Ao_45 VAD_45 Ao_46 VAD_46 Ao_47 VAD_47 Ao_48 VAD_48 Ao_49 VAD_49 Ao_50 VAD_50 Ao_51 VAD_51 Ao_52 VAD_52 Ao_53 VAD_53 Ao_54 VAD_54 Ao_55 VAD_55 Ao_56 VAD_56 Ao_57 VAD_57 Ao_58 VAD_58 Ao_59 VAD_59 Ao_60 VAD_60
3.7065 -6.7703 34.2788 -6.7703 34.2788 -6.7703 34.2788 -6.5336 43.701 -29.7506 22.7958 -6.2837 33.0764 -6.1639 48.6195 -98.7055 15.4005 -6.1726 32.2648 -28.4144 46.5788 -7.4289 48.5217 -6.5272 40.2211 -92.2458 21.1343 -8.1312 27.8563 -6.4851 33.0933 -5.4602 31.7121 -13.6094 25.3349 -5.5521 44.984 -24.5877 43.452 -28.9968 44.318 -11.6804 21.1268 -6.1361 56.5568 -91.9737 20.3753 -8.1601 28.1826 -6.4922 35.2614 -5.4431 29.9354 -14.4203 21.5933 -5.6717 45.9437 -24.8834 44.8127 -29.8051 43.1634 -11.8044 22.8039 -6.2073 57.7889 -92.7167 22.9972 -6.524 50.9368 -6.4502 28.293 -5.3645 35.085 -13.063 28.8913 -5.7746 25.6164 -24.1783 41.3871 -26.3986 39.4632 -10.319 37.0604 -6.2392 47.1628 -6.8257 32.2156 -10.5183 15.8314 -22.8028 28.1776 -5.4359 32.29 -5.6804 49.5925 -68.5111 22.7668 -5.6105 33.3075 -28.5435 51.1833 -7.4816 34.8652 -6.6899 44.9775 -92.9734 21.1741 -5.3268 29.1186 -7.0656 32.4593 -6.3432 31.2161 -14.1944 24.714 -5.4597 45.0626 -25.4218 44.1435 -26.1114 46.346 -11.6954 21.1085 -6.3794 56.4896
3.7108 -6.9796 34.7802 -6.9796 34.7802 -6.9796 34.7802 -5.7112 45.2574 -29.4435 21.1557 -6.1009 33.6428 -6.3622 48.6883 -105.6331 13.8605 -6.023 33.3087 -31.2538 44.9026 -7.3389 49.3618 -6.0585 41.1261 -104.5194 19.0209 -7.8845 28.4294 -6.3851 33.8897 -5.3665 32.2572 -11.9388 27.5411 -5.555 45.5689 -24.365 41.8645 -28.7022 42.5326 -9.8985 22.7415 -6.1229 56.5053 -104.4331 18.3378 -7.9113 28.7384 -6.3971 36.0387 -5.3473 30.4672 -12.4689 23.7153 -5.6862 46.5234 -24.6673 43.2443 -29.6408 41.2875 -9.9746 24.4099 -6.2471 57.7249 -105.025 20.6975 -6.2752 51.5507 -6.3413 29.1076 -5.267 35.6423 -11.65 31.1003 -5.7592 26.2196 -23.9414 39.8097 -26.2979 37.8269 -8.9475 38.3301 -6.2978 47.1287 -7.0289 32.6886 -8.7381 17.6445 -22.608 27.0768 -5.2755 32.781 -5.9127 49.6543 -56.7183 20.4901 -5.4681 34.3597 -31.1626 49.5976 -7.3663 35.7809 -6.1814 46.2403 -105.2836 19.0567 -5.1367 29.5672 -6.958 33.3301 -6.2243 31.8011 -12.3644 26.9404 -5.4557 45.6302 -25.2074 42.4758 -25.8956 44.8114 -9.913 22.7244 -6.5272 56.3656
3.7151 -7.3865 35.1908 -7.3865 35.1908 -7.3865 35.1908 -5.1553 46.7625 -28.8012 19.7219 -5.8824 34.1707 -6.5857 48.7139 -92.0196 12.4744 -5.9767 34.2556 -37.8046 42.8618 -7.0863 50.1333 -5.7767 41.9833 -114.1411 17.1188 -7.6427 28.9713 -6.157 34.6205 -5.2102 32.7557 -10.8293 29.6751 -5.7539 46.0809 -26.0642 40.4179 -28.4824 40.9665 -8.6711 24.384 -6.2225 56.4466 -113.9649 16.504 -7.6736 29.2647 -6.1647 36.7533 -5.1902 30.9541 -11.1998 25.8031 -5.9102 47.0302 -26.4021 41.8154 -29.4012 39.6449 -8.7436 26.0471 -6.3786 57.6582 -112.2241 18.6278 -6.0494 52.1302 -6.1016 29.8561 -5.1105 36.1518 -10.7179 33.2114 -5.8681 26.7504 -25.6004 38.3693 -26.0621 36.3751 -7.9709 39.622 -6.3971 47.0872 -7.4695 33.0791 -7.5782 19.4719 -22.193 26.1088 -5.0839 33.2385 -6.0535 49.6741 -45.5538 18.4411 -5.4246 35.314 -37.2667 47.6764 -7.0876 36.6216 -5.8911 47.4199 -114.9274 17.151 -4.9541 29.9916 -6.7093 34.1302 -6.0405 32.3379 -11.1512 29.1063 -5.7163 46.128 -27.0255 40.9567 -25.8688 43.4506 -8.6893 24.3683 -6.6132 56.2437
3.7194 -11.6342 35.486 -11.6342 35.486 -11.6342 35.486 -5.0047 48.1725 -27.7392 18.5203 -5.6737 34.6694 -6.6134 48.712 -74.3597 11.227 -5.9922 35.105 -48.3844 39.9056 -6.792 50.8641 -5.6096 42.7773 -116.8891 15.4069 -7.4475 29.4845 -5.8885 35.3067 -4.9875 33.2196 -9.9411 31.6913 -7.1468 46.4941 -30.4369 38.771 -28.2951 39.5945 -7.8743 25.9836 -6.129 56.3875 -119.9299 14.8536 -7.4759 29.7638 -5.899 37.4276 -5.0003 31.4078 -10.1837 27.7964 -7.5547 47.4299 -30.7743 40.1902 -29.1523 38.2088 -7.9004 27.6446 -6.2739 57.5925 -99.6034 16.765 -5.8586 52.678 -5.8323 30.5574 -4.9259 36.6254 -9.963 35.1902 -6.0823 27.2068 -29.9821 36.7286 -25.9611 35.0908 -7.3462 40.8776 -6.3104 47.0434 -11.8391 33.353 -7.0292 21.2332 -21.4508 25.2963 -4.898 33.6707 -6.1457 49.6683 -35.7205 17.2655 -5.4375 36.1698 -47.055 44.9102 -6.7835 37.4161 -5.72 48.5045 -118.8094 15.4359 -4.8013 30.3941 -6.4188 34.8831 -5.8277 32.8391 -10.1515 31.16 -7.32 46.5175 -31.6758 39.2285 -25.6843 42.245 -7.9022 25.9695 -6.4978 56.1281
3.7237 -20.5744 34.9492 -20.5744 34.9492 -20.5744 34.9492 -5.1336 49.437 -26.2422 17.5906 -5.4827 35.1417 -6.6819 48.6964 -57.5401 10.1043 -6.0342 35.8605 -62.0704 35.9151 -6.5383 51.5532 -5.5485 43.5027 -100.3433 13.8662 -7.3305 29.9635 -5.67 35.9586 -4.8327 33.6566 -8.9881 33.5971 -12.9987 46.6071 -38.3514 36.4822 -28.1031 38.382 -7.3623 27.4972 -6.1842 56.3268 -103.3529 13.3683 -7.3534 30.23 -5.6831 38.0623 -4.8151 31.8364 -9.1645 29.6957 -13.7506 47.4904 -38.6099 37.9359 -28.8376 36.942 -7.3684 29.1564 -6.3326 57.527 -81.8942 15.0885 -5.7376 53.1902 -5.6037 31.2245 -4.7389 37.0717 -9.0853 37.051 -6.4014 27.5778 -37.8204 34.4446 -25.7946 33.9472 -6.9742 42.0631 -6.347 46.9975 -20.5233 32.7821 -7.0718 22.8579 -20.3893 24.6705 -4.7269 34.0807 -6.1522 49.649 -27.745 17.5231 -5.4837 36.9317 -59.6813 40.8584 -6.535 38.1661 -5.6569 49.4917 -101.8931 13.8923 -4.7071 30.7701 -6.1689 35.5917 -5.6185 33.3127 -9.1551 33.1066 -13.2224 46.5683 -39.9493 36.821 -25.5164 41.1683 -7.3826 27.4849 -6.4978 56.0187
3.7279 -26.9672 32.8872 -26.9672 32.8872 -26.9672 32.8872 -5.4952 50.5378 -24.406 16.9634 -5.3339 35.588 -6.6592 48.6727 -43.2516 9.0938 -6.0467 36.5297 -77.5118 32.3236 -6.4836 52.1928 -5.5568 44.1549 -80.3709 12.4796 -7.2708 30.3991 -5.6114 36.5586 -4.6661 34.071 -7.8765 35.4215 -17.5851 45.588 -48.9096 33.0778 -27.5958 37.3212 -7.0648 28.9033 -6.139 56.2713 -83.1643 12.0314 -7.2985 30.6544 -5.625 38.6479 -4.6444 32.2432 -8.0135 31.5247 -18.6408 46.3728 -49.1908 34.5964 -28.3167 35.8373 -7.0558 30.5621 -6.3513 57.4675 -64.3356 13.5796 -5.6823 53.6568 -5.5396 31.8388 -4.5694 37.4941 -8.0253 38.8286 -8.0732 27.8673 -48.3211 31.0433 -25.391 32.94 -6.7659 43.1618 -6.3156 46.955 -26.8023 30.7791 -7.4312 24.2964 -19.1059 24.2561 -4.5937 34.4682 -6.2656 49.62 -21.5616 18.635 -5.4922 37.6069 -73.7163 36.7726 -6.4578 38.8577 -5.6699 50.3792 -81.6922 12.5031 -4.6652 31.1126 -6.1105 36.2523 -5.4266 33.7624 -8.0016 34.972 -17.8624 45.49 -51.1019 33.2323 -25.2263 40.2172 -7.0825 28.8923 -6.3998 55.9195
3.7322 -30.7479 30.2301 -30.7479 30.2301 -30.7479 30.2301 -5.8895 51.4658 -22.4344 16.6543 -5.2649 36.001 -6.6588 48.645 -32.1335 8.1845 -6.0103 37.1265 -92.7389 29.0912 -6.6596 52.7614 -5.6062 44.7342 -61.9362 11.2316 -7.2696 30.7897 -5.6849 37.0948 -4.5402 34.4613 -6.8527 37.2031 -20.7681 44.0592 -61.0844 29.77 -26.7304 36.4342 -6.9234 30.1919 -6.0872 56.2187 -64.1334 10.8283 -7.2924 31.0338 -5.7036 39.1711 -4.5199 32.6269 -6.9632 33.3203 -21.9302 44.7296 -61.4934 31.1368 -27.4037 34.914 -6.9052 31.8512 -6.3286 57.4111 -49.0122 12.2217 -5.6971 54.075 -5.6158 32.3876 -4.4418 37.892 -7.0461 40.5655 -15.4496 27.8141 -60.6798 27.939 -24.5954 32.093 -6.6868 44.1651 -6.2397 46.9141 -30.4406 28.2019 -7.8545 25.5312 -17.7511 24.061 -4.532 34.8265 -6.1916 49.5884 -17.0948 20.3424 -5.4117 38.21 -77.0686 33.0953 -6.5332 39.4762 -5.6942 51.1695 -62.9128 11.2528 -4.6721 31.4192 -6.186 36.8388 -5.2843 34.1873 -6.9459 36.7945 -21.0176 43.9083 -64.1548 29.9091 -24.6524 39.4178 -6.9424 30.1821 -6.4806 55.8278
3.7365 -32.607 27.4986 -32.607 27.4986 -32.607 27.4986 -6.1495 52.2501 -20.5974 16.6403 -5.2359 36.3732 -6.6872 48.6145 -24.0725 8.0282 -5.902 37.6644 -105.7393 26.1821 -7.9759 53.2277 -5.6331 45.2443 -46.5909 10.1085 -7.2995 31.1337 -5.9007 37.5587 -4.4831 34.8212 -6.2238 38.9318 -22.5616 42.3331 -73.7493 26.793 -25.5032 35.7569 -6.8867 31.3572 -6.1181 56.1677 -48.287 9.7455 -7.3294 31.3681 -5.947 39.6234 -4.4636 32.981 -6.3026 35.0683 -23.7668 42.8903 -73.9153 28.0231 -26.1277 34.2109 -6.8642 33.0172 -6.2575 57.3571 -36.8344 10.9995 -5.7453 54.444 -5.7914 32.8635 -4.3813 38.2589 -6.4424 42.2506 -21.0162 26.3292 -73.4622 25.1451 -23.4526 31.4432 -6.6897 45.068 -6.248 46.8741 -32.2002 25.5596 -8.1343 26.58 -16.5189 24.0672 -4.5134 35.1493 -6.2326 49.5538 -14.0681 22.3481 -5.3262 38.753 -71.0776 29.7858 -6.7591 40.0136 -5.7442 51.8687 -47.3277 10.1275 -4.7392 31.6883 -6.3923 37.3473 -5.2215 34.5798 -6.291 38.5637 -22.802 42.1392 -77.5247 26.9182 -23.5687 38.8055 -6.9038 31.3486 -6.4691 55.7425
3.7408 -33.2088 24.9195 -33.2088 24.9195 -33.2088 24.9195 -6.1964 52.9351 -19.0199 16.8589 -5.2586 36.7049 -6.6268 48.5842 -18.5462 8.7316 -5.7308 38.1578 -103.0206 23.5639 -13.8882 53.4102 -5.6785 45.6911 -34.7318 9.0976 -7.3826 31.4323 -6.9114 37.9405 -4.4673 35.1448 -6.0398 40.5482 -23.4851 40.6103 -74.3309 24.1137 -24.0028 35.3152 -6.9111 32.4014 -6.0524 56.1214 -35.9206 8.7709 -7.4144 31.6576 -7.729 39.9817 -4.4446 33.2994 -6.1131 36.7073 -24.7073 41.0656 -72.3641 25.2208 -24.5715 33.7537 -6.8885 34.0629 -6.2784 57.3095 -27.9307 11.0921 -5.7986 54.762 -6.1255 33.2603 -4.3645 38.589 -6.2733 43.8197 -24.4738 24.2675 -83.3034 22.6306 -22.0508 31.0144 -6.7436 45.8718 -6.2859 46.838 -32.7055 23.0689 -8.1447 27.4932 -15.4567 24.2262 -4.5537 35.4367 -6.1927 49.5208 -12.2568 24.4448 -5.1658 39.2511 -61.1695 26.8072 -7.3108 40.4588 -5.7931 52.485 -35.1496 9.1147 -4.9148 31.915 -6.859 37.7692 -5.2004 34.9327 -6.1029 40.2196 -23.6873 40.3822 -85.6831 24.2264 -22.2184 38.4053 -6.9306 32.3937 -6.348 55.6658
3.7451 -33.0387 22.6023 -33.0387 22.6023 -33.0387 22.6023 -6.0463 53.5518 -15.4003 17.2443 -5.3421 36.9938 -6.6823 48.5551 -15.0837 9.8872 -5.4941 38.619 -89.0328 21.2075 -18.6242 52.4644 -5.6513 46.0865 -26.2227 9.2557 -7.5335 31.6827 -12.897 38.0919 -4.5262 35.4315 -6.1974 42.0042 -23.6611 38.9955 -66.3294 21.7023 -22.4082 35.1201 -6.9481 33.3304 -6.0629 56.0779 -27.1519 8.646 -7.585 31.8991 -14.8638 39.994 -4.4998 33.5819 -6.2535 38.186 -24.8341 39.3607 -63.9157 22.6987 -22.9108 33.5545 -6.9203 34.9934 -6.1894 57.2649 -21.546 12.11 -6.096 55.0196 -9.0065 33.556 -4.3604 38.8823 -6.4357 45.2323 -26.2007 22.0572 -76.8065 20.3675 -20.5553 30.8179 -6.7967 46.5817 -6.2975 46.8036 -32.5927 20.8339 -7.9031 28.3178 -12.7076 24.4907 -4.6342 35.6833 -6.2594 49.4888 -11.0243 26.5038 -4.9742 39.7158 -50.7162 24.1265 -12.7311 40.7563 -5.7781 53.0322 -26.7256 9.2317 -5.1996 32.0871 -11.2215 38.0631 -5.2271 35.2468 -6.2487 41.712 -23.8482 38.7399 -78.5344 21.8037 -20.7789 38.2282 -6.9678 33.3233 -6.3915 55.5952
3.7494 -32.6529 20.568 -32.6529 20.568 -32.6529 20.568 -5.8224 54.1251 -12.3863 18.177 -5.4709 37.2371 -6.5458 48.5249 -12.6508 11.2625 -5.3321 39.0562 -72.9655 19.0867 -21.8941 51.006 -5.5639 46.4413 -20.3227 10.2405 -7.7525 31.8786 -17.6729 37.0863 -4.6378 35.6755 -6.6007 43.2752 -23.3304 37.5448 -55.397 19.5321 -17.9369 35.1546 -6.9405 34.1567 -5.9837 56.0388 -21.2402 9.4285 -7.82 32.0842 -20.5692 38.681 -4.653 33.8224 -6.6693 39.4785 -24.5708 37.8323 -53.2598 20.4288 -18.3362 33.596 -6.9172 35.8217 -6.0306 57.2238 -17.4642 13.6336 -6.3835 55.2008 -16.1992 33.2905 -4.4454 39.133 -6.8277 46.4637 -26.9451 19.9384 -65.2229 18.3308 -19.1873 30.838 -6.745 47.2094 -6.2122 46.7722 -32.1949 18.8734 -7.6145 29.0876 -10.4287 25.195 -4.871 35.8804 -6.1525 49.4566 -10.165 28.4664 -4.7873 40.1555 -41.1034 22.7617 -20.6334 39.9886 -5.669 53.5235 -20.9278 10.1899 -5.4822 32.1922 -18.7328 37.5075 -5.3282 35.5194 -6.663 43.0165 -23.5745 37.2677 -66.4394 19.6234 -19.3669 38.257 -6.9595 34.1502 -6.3469 55.5315
3.7537 -32.2335 18.7924 -32.2335 18.7924 -32.2335 18.7924 -5.6118 54.6709 -10.1648 19.4036 -5.7543 37.4213 -6.649 48.4973 -10.8277 12.7307 -5.1562 39.4728 -57.3691 17.1781 -23.8666 49.3324 -5.42 46.7678 -16.5784 11.6697 -8.0021 32.0158 -20.8115 35.5691 -4.9093 35.8653 -7.0381 44.3518 -23.146 36.2687 -44.8508 17.5789 -14.0679 35.9323 -6.8734 34.8971 -5.9783 56.0024 -17.1556 10.7104 -8.0815 32.2092 -24.0479 36.7971 -4.8767 34.0099 -7.105 40.5715 -24.3192 36.4896 -43.0359 18.386 -14.3662 34.4018 -6.8421 36.5633 -6.1223 57.1864 -14.6698 15.3917 -6.7894 55.3017 -21.5432 31.7499 -4.76 39.3312 -7.2746 47.503 -26.98 18.0104 -53.0592 16.4977 -15.5894 31.0242 -6.72 47.7689 -6.2065 46.7434 -31.7731 17.163 -7.3075 29.8181 -8.7392 26.1223 -5.2284 36.0103 -6.1769 49.4276 -9.3119 30.3193 -4.6488 40.5732 -32.8294 22.7914 -26.2626 37.9668 -5.515 53.9738 -17.1206 11.6022 -5.7814 32.2299 -24.1466 35.7213 -5.5457 35.7453 -7.1106 44.1221 -23.3531 35.9736 -54.0021 17.661 -15.8302 38.4616 -6.888 34.8909 -6.0091 55.4736
3.7579 -31.6901 17.2429 -31.6901 17.2429 -31.6901 17.2429 -5.7322 55.1757 -8.6456 20.749 -6.082 37.5367 -6.5174 48.4715 -9.2485 14.2392 -5.0342 39.865 -44.0542 15.4603 -24.8577 47.6411 -5.2367 47.0767 -14.0745 13.2933 -8.232 32.0972 -22.5781 33.8689 -5.2536 35.9844 -7.3253 45.2694 -22.9532 35.1486 -35.3919 16.1306 -11.2334 37.1467 -6.6758 35.5674 -5.8038 55.9698 -14.4717 12.2228 -8.2738 32.2776 -26.0065 34.7444 -5.2291 34.1284 -7.3805 41.5019 -24.1455 35.3142 -34.0155 17.338 -11.4247 35.6611 -6.6922 37.2352 -5.7898 57.1538 -12.8121 17.2098 -7.0758 55.3295 -24.8058 29.7055 -5.1597 39.4578 -7.5655 48.3879 -26.8162 16.297 -41.7763 14.8479 -12.5469 31.7826 -6.5887 48.2747 -6.1008 46.7176 -31.2338 15.6709 -7.1148 30.5028 -7.6057 27.1436 -5.533 36.0652 -6.0803 49.3995 -8.332 32.084 -4.5334 40.9658 -25.8355 23.7763 -29.573 35.4616 -5.3196 54.3961 -14.448 13.2148 -5.939 32.2256 -27.4228 33.4481 -5.8588 35.9102 -7.3955 45.0639 -23.1934 34.8402 -42.495 15.8949 -12.8235 39.223 -6.7314 35.5616 -5.4625 55.4826
3.7622 -30.818 15.9176 -30.818 15.9176 -30.818 15.9176 -7.0398 55.5788 -7.6131 22.1176 -6.3141 37.5833 -6.5318 48.4479 -7.8284 15.7724 -4.9765 40.2248 -33.7632 15.356 -24.9389 46.0422 -5.0402 47.376 -12.0323 14.996 -8.405 32.1326 -23.4024 32.1799 -5.5828 36.0291 -7.3574 46.0688 -22.8405 34.1577 -27.6705 16.1089 -9.3119 38.5511 -6.5128 36.1843 -5.4558 55.9742 -12.3135 13.842 -8.433 32.3075 -26.8869 32.7369 -5.5508 34.1731 -7.4124 42.3119 -24.0178 34.2773 -26.6208 17.5794 -9.447 37.1191 -6.4787 37.8531 -5.3382 57.1811 -11.2013 19.0252 -7.2521 55.3126 -26.526 27.5403 -5.4577 39.5061 -7.597 49.1575 -26.5343 14.78 -32.3332 13.8898 -10.3166 32.8726 -6.3934 48.7421 -5.8202 46.7024 -30.3959 14.3941 -7.1301 31.13 -6.8047 28.1812 -5.765 36.0674 -6.1457 49.3735 -7.3435 33.796 -4.4812 41.3266 -20.5583 25.4302 -31.1772 32.9121 -5.1147 54.7989 -12.2609 14.9118 -6.05 32.1981 -29.0326 31.1054 -6.1414 36.0057 -7.4294 45.8859 -22.9814 33.8393 -33.0986 15.1308 -10.6469 40.3121 -6.5246 36.1788 -5.0042 55.5788
3.7665 -29.554 14.842 -29.554 14.842 -29.554 14.842 -9.9422 55.7141 -6.9435 23.4508 -6.5124 37.5882 -6.5483 48.4258 -6.7283 17.3113 -4.9803 40.5481 -25.8306 16.3972 -24.6158 44.5958 -4.8722 47.6674 -10.2439 16.7373 -8.5049 32.1384 -23.5864 30.6076 -5.7842 36.0268 -7.1839 46.7897 -22.5404 33.2849 -21.6507 16.9416 -8.085 40.0053 -6.2914 36.7612 -5.0265 56.0422 -10.3763 15.5236 -8.513 32.3119 -26.9848 30.8869 -5.7495 34.1718 -7.2358 43.0418 -23.6712 33.3657 -20.9478 18.5933 -8.1588 38.6308 -6.2617 38.4303 -4.9951 57.2689 -9.6734 20.8275 -7.4161 55.2705 -27.1315 25.4673 -5.6271 39.5063 -7.4198 49.8495 -26.0377 13.4506 -24.9238 14.1342 -8.7978 34.0931 -6.1718 49.1836 -5.3871 46.7375 -29.1373 13.3594 -7.2758 31.6792 -6.2974 29.1915 -5.9492 36.0385 -6.0044 49.3496 -6.5896 35.4653 -4.4908 41.6501 -16.7086 27.4679 -31.7675 30.5066 -4.9315 55.1851 -10.3817 16.6564 -6.0969 32.1573 -29.6129 28.8832 -6.4595 36.0349 -7.2488 46.626 -22.6867 32.9598 -25.5227 15.5453 -9.1752 41.5266 -6.3045 36.756 -4.6321 55.7288
3.7708 -27.8654 14.0554 -27.8654 14.0554 -27.8654 14.0554 -12.2394 55.3302 -6.511 24.7099 -6.5875 37.5695 -6.391 48.406 -6.1211 18.8117 -5.026 40.8314 -20.5415 18.1371 -24.5719 43.3177 -4.7598 47.9457 -8.6991 18.5038 -8.5478 32.1274 -23.4474 29.1986 -5.9214 35.9977 -6.9173 47.4575 -21.9778 32.5433 -17.1365 18.3762 -7.2749 41.4312 -6.0755 37.3051 -4.7057 56.1597 -8.7631 17.2464 -8.5526 32.302 -26.7174 29.2429 -5.8748 34.1437 -6.9685 43.7196 -23.0455 32.592 -16.6543 20.1424 -7.3169 40.1134 -6.0479 38.9744 -4.7036 57.3987 -8.2604 22.6239 -7.3691 55.2155 -27.1154 23.5859 -5.7333 39.4791 -7.157 50.4944 -25.2127 12.3224 -19.4208 15.2295 -7.8255 35.3395 -5.9637 49.6071 -5.0835 46.8209 -27.463 12.6057 -7.542 32.146 -5.9902 30.1434 -6.018 35.9937 -5.8751 49.3284 -6.2227 37.0546 -4.5109 41.9334 -14.2022 29.6898 -31.6061 28.34 -4.8074 55.5507 -8.812 18.4277 -6.128 32.1109 -29.5252 26.8752 -6.6106 36.0231 -6.9786 47.3133 -22.0929 32.2128 -19.9464 16.7934 -8.2058 42.7637 -6.0907 37.3006 -4.3562 55.909
3.7751 -25.8617 13.5904 -25.8617 13.5904 -25.8617 13.5904 -13.9359 54.6712 -6.2701 25.8797 -6.5749 37.5358 -6.0922 48.3944 -6.0143 20.2172 -5.2313 41.0638 -17.0071 20.2237 -24.2278 42.1976 -4.7149 48.2014 -7.6017 20.2642 -8.5633 32.1071 -23.2502 27.9558 -5.9666 35.9551 -6.6656 48.0943 -21.1062 31.9587 -14.1032 20.1414 -6.7359 42.7876 -5.8937 37.8193 -4.4459 56.3023 -7.6189 18.975 -8.5574 32.2837 -26.4211 27.8046 -5.9368 34.1017 -6.7097 44.3676 -22.1215 31.9827 -13.7593 21.9779 -6.764 41.525 -5.8621 39.4882 -4.4901 57.5485 -7.2765 24.3971 -7.3989 55.1555 -26.8782 21.9208 -5.8518 39.4379 -6.9092 51.1089 -24.0133 11.4265 -15.6802 16.7806 -7.1529 36.5558 -5.7721 50.0135 -4.8503 46.9351 -25.4682 12.1621 -8.2889 32.521 -5.8194 31.0261 -6.0116 35.9396 -5.6489 49.3186 -6.2007 38.5123 -4.7968 42.1642 -12.5706 31.9278 -31.2972 26.4317 -4.7609 55.8871 -7.6811 20.1954 -6.113 32.0627 -29.251 25.1022 -6.6987 35.9899 -6.7204 47.9679 -21.2108 31.6246 -16.1542 18.4931 -7.5495 43.9675 -5.9071 37.8154 -4.142 56.1006
3.7794 -23.7493 13.4541 -23.7493 13.4541 -23.7493 13.4541 -15.0773 53.8829 -6.1643 26.9494 -6.6415 37.4969 -5.7333 48.4303 -6.2236 21.4798 -5.6402 41.2281 -14.8781 22.4256 -24.0299 41.2093 -4.7678 48.4239 -7.0449 21.9607 -8.5691 32.0827 -23.0737 26.8596 -5.9951 35.9046 -6.5009 48.6874 -19.9987 31.5569 -12.1789 22.0387 -6.4317 44.0543 -5.7739 38.2989 -4.275 56.4594 -7.0777 20.6464 -8.5563 32.2621 -26.1303 26.5462 -5.8767 34.0526 -6.5423 44.9721 -20.9568 31.5636 -11.872 23.919 -6.4445 42.844 -5.7444 39.9674 -4.3345 57.7076 -6.8828 26.0893 -7.4337 55.0965 -26.5655 20.4565 -5.8251 39.3883 -6.7717 51.6822 -22.4872 10.7961 -13.2078 18.5593 -6.7579 37.7089 -5.6546 50.3959 -4.6649 47.067 -23.3689 12.0414 -16.3609 32.7203 -5.7542 31.8337 -6.0403 35.8837 -5.3086 49.3591 -6.4959 39.8061 -5.1697 42.3224 -11.5052 34.0848 -30.9691 24.759 -4.7821 56.1845 -7.1112 21.9007 -6.0938 32.016 -28.9432 23.5445 -6.6818 35.9435 -6.5645 48.5786 -20.0962 31.2194 -13.7038 20.411 -7.1779 45.1076 -5.7892 38.2955 -4.0278 56.2945
3.7837 -21.8019 13.6194 -21.8019 13.6194 -21.8019 13.6194 -15.7859 53.0511 -6.1397 27.9146 -6.6289 37.4549 -5.4713 48.5143 -6.599 22.5802 -6.063 41.3058 -13.3376 24.6073 -23.9282 40.3339 -5.2363 48.5924 -7.0129 23.5277 -8.5444 32.054 -22.7942 25.8903 -5.9388 35.8531 -6.5652 49.2303 -18.7651 31.3519 -10.9504 23.9306 -6.2461 45.2186 -5.7232 38.736 -4.1474 56.6205 -7.0383 22.1927 -8.5301 32.2368 -25.7657 25.4428 -5.875 34.0026 -6.5736 45.527 -19.6582 31.349 -10.6927 25.8391 -6.2475 44.0572 -5.6923 40.4044 -4.2213 57.8684 -6.8729 27.6424 -7.3827 55.0361 -26.211 19.1704 -5.8522 39.3371 -7.1052 52.1995 -20.7574 10.4512 -11.6708 20.3974 -6.5143 38.7795 -5.6138 50.7442 -4.533 47.2055 -21.4295 12.2138 -23.0857 31.3262 -5.7494 32.5646 -5.9933 35.8277 -5.0174 49.4466 -6.9304 40.9155 -5.5199 42.3938 -10.8235 36.1143 -30.5107 23.292 -5.1448 56.4258 -7.0862 23.4762 -6.0748 31.9699 -28.5389 22.1769 -6.7262 35.8929 -6.5975 49.1341 -18.8585 31.0118 -12.1263 22.3737 -6.9461 46.1643 -5.738 38.7329 -3.9085 56.4842
